trip_id,kode_kendaraan,hari,waktu,latitude,longitude,kecepatan_kmh,jarak_km
1,K-04,Senin,2025-03-03 05:19:08,-6.016001,106.050271,33.4,0.3277
1,K-04,Senin,2025-03-03 05:19:38,-6.015214,106.048787,36.8,0.3277
1,K-04,Senin,2025-03-03 05:20:09,-6.013647,106.046452,36.2,0.3277
1,K-04,Senin,2025-03-03 05:20:40,-6.012079,106.044116,35.5,0.3277
1,K-04,Senin,2025-03-03 05:21:10,-6.011188,106.043044,44.3,0.3277
1,K-04,Senin,2025-03-03 05:21:41,-6.010297,106.041972,43.5,0.3277
1,K-04,Senin,2025-03-03 05:22:12,-6.008942,106.0413,36.8,0.3277
1,K-04,Senin,2025-03-03 05:22:42,-6.007588,106.040627,40.9,0.3277
1,K-04,Senin,2025-03-03 05:23:13,-6.001115,106.036017,37.7,0.3277
1,K-04,Senin,2025-03-03 05:23:43,-5.994642,106.031408,44.0,0.3277
1,K-04,Senin,2025-03-03 05:24:14,-5.994061,106.030219,38.5,0.3277
1,K-04,Senin,2025-03-03 05:24:45,-5.99348,106.02903,36.2,0.3277
1,K-04,Senin,2025-03-03 05:25:15,-5.994473,106.028137,36.0,0.3277
1,K-04,Senin,2025-03-03 05:25:46,-5.995467,106.027244,39.7,0.3277
1,K-04,Senin,2025-03-03 05:26:17,-5.995702,106.025915,36.2,0.3277
1,K-04,Senin,2025-03-03 05:26:47,-5.995937,106.024587,40.0,0.3277
1,K-04,Senin,2025-03-03 05:27:18,-5.99672,106.023599,43.8,0.3277
1,K-04,Senin,2025-03-03 05:27:48,-5.997503,106.022612,37.8,0.3277
1,K-04,Senin,2025-03-03 05:28:19,-5.999339,106.022582,35.6,0.3277
1,K-04,Senin,2025-03-03 05:28:50,-6.001174,106.022552,45.0,0.3277
1,K-04,Senin,2025-03-03 05:29:20,-6.001934,106.023665,39.1,0.3277
1,K-04,Senin,2025-03-03 05:29:51,-6.002694,106.024778,34.1,0.3277
1,K-04,Senin,2025-03-03 05:30:22,-6.002762,106.025294,33.6,0.3277
1,K-04,Senin,2025-03-03 05:30:52,-6.00283,106.02581,34.3,0.3277
1,K-04,Senin,2025-03-03 05:31:23,-6.00286,106.025299,40.5,0.3277
1,K-04,Senin,2025-03-03 05:31:54,-6.00289,106.024787,0.0,0.3277
2,K-04,Senin,2025-03-03 10:05:00,-6.00289,106.024787,15.0,0.3301
2,K-04,Senin,2025-03-03 10:05:38,-6.00286,106.025299,31.7,0.3301
2,K-04,Senin,2025-03-03 10:06:16,-6.00283,106.02581,37.1,0.3301
2,K-04,Senin,2025-03-03 10:06:54,-6.002762,106.025294,35.7,0.3301
2,K-04,Senin,2025-03-03 10:07:33,-6.002694,106.024778,25.5,0.3301
2,K-04,Senin,2025-03-03 10:08:11,-6.001934,106.023665,34.0,0.3301
2,K-04,Senin,2025-03-03 10:08:49,-6.001174,106.022552,33.6,0.3301
2,K-04,Senin,2025-03-03 10:09:28,-5.999339,106.022582,31.8,0.3301
2,K-04,Senin,2025-03-03 10:10:06,-5.997503,106.022612,28.6,0.3301
2,K-04,Senin,2025-03-03 10:10:44,-5.99672,106.023599,33.1,0.3301
2,K-04,Senin,2025-03-03 10:11:23,-5.995937,106.024587,26.7,0.3301
2,K-04,Senin,2025-03-03 10:12:01,-5.995702,106.025915,30.6,0.3301
2,K-04,Senin,2025-03-03 10:12:39,-5.995467,106.027244,30.8,0.3301
2,K-04,Senin,2025-03-03 10:13:17,-5.994473,106.028137,36.8,0.3301
2,K-04,Senin,2025-03-03 10:13:56,-5.99348,106.02903,35.9,0.3301
2,K-04,Senin,2025-03-03 10:14:34,-5.994061,106.030219,28.6,0.3301
2,K-04,Senin,2025-03-03 10:15:12,-5.994642,106.031408,31.4,0.3301
2,K-04,Senin,2025-03-03 10:15:51,-6.001115,106.036017,27.5,0.3301
2,K-04,Senin,2025-03-03 10:16:29,-6.007588,106.040627,36.4,0.3301
2,K-04,Senin,2025-03-03 10:17:07,-6.008942,106.0413,35.8,0.3301
2,K-04,Senin,2025-03-03 10:17:46,-6.010297,106.041972,29.0,0.3301
2,K-04,Senin,2025-03-03 10:18:24,-6.011188,106.043044,33.1,0.3301
2,K-04,Senin,2025-03-03 10:19:02,-6.012079,106.044116,32.7,0.3301
2,K-04,Senin,2025-03-03 10:19:40,-6.013647,106.046452,27.2,0.3301
2,K-04,Senin,2025-03-03 10:20:19,-6.015214,106.048787,34.6,0.3301
2,K-04,Senin,2025-03-03 10:20:57,-6.016001,106.050271,31.9,0.3301
2,K-04,Senin,2025-03-03 10:21:35,-6.016789,106.051754,34.7,0.3301
2,K-04,Senin,2025-03-03 10:22:14,-6.018808,106.056438,31.8,0.3301
2,K-04,Senin,2025-03-03 10:22:52,-6.020827,106.061123,25.4,0.3301
2,K-04,Senin,2025-03-03 10:23:30,-6.022251,106.064022,29.3,0.3301
2,K-04,Senin,2025-03-03 10:24:09,-6.023674,106.066922,25.6,0.3301
2,K-04,Senin,2025-03-03 10:24:47,-6.027209,106.072342,36.5,0.3301
2,K-04,Senin,2025-03-03 10:25:25,-6.030743,106.077762,35.9,0.3301
2,K-04,Senin,2025-03-03 10:26:03,-6.031683,106.079026,35.4,0.3301
2,K-04,Senin,2025-03-03 10:26:42,-6.032623,106.080289,29.1,0.3301
2,K-04,Senin,2025-03-03 10:27:20,-6.033387,106.081626,26.1,0.3301
2,K-04,Senin,2025-03-03 10:27:58,-6.034152,106.082962,35.9,0.3301
2,K-04,Senin,2025-03-03 10:28:37,-6.032953,106.083847,36.8,0.3301
2,K-04,Senin,2025-03-03 10:29:15,-6.031754,106.084733,26.4,0.3301
2,K-04,Senin,2025-03-03 10:29:53,-6.028745,106.085247,31.2,0.3301
2,K-04,Senin,2025-03-03 10:30:32,-6.025735,106.085761,26.2,0.3301
2,K-04,Senin,2025-03-03 10:31:10,-6.02497,106.086703,34.5,0.3301
2,K-04,Senin,2025-03-03 10:31:48,-6.024204,106.087646,34.6,0.3301
2,K-04,Senin,2025-03-03 10:32:27,-6.02324,106.089192,26.9,0.3301
2,K-04,Senin,2025-03-03 10:33:05,-6.022276,106.090738,31.1,0.3301
2,K-04,Senin,2025-03-03 10:33:43,-6.022845,106.092225,32.0,0.3301
2,K-04,Senin,2025-03-03 10:34:21,-6.023414,106.093712,28.6,0.3301
2,K-04,Senin,2025-03-03 10:35:00,-6.025531,106.095443,35.9,0.3301
2,K-04,Senin,2025-03-03 10:35:38,-6.027647,106.097174,30.5,0.3301
2,K-04,Senin,2025-03-03 10:36:16,-6.031515,106.099596,27.9,0.3301
2,K-04,Senin,2025-03-03 10:36:55,-6.035384,106.102019,31.9,0.3301
2,K-04,Senin,2025-03-03 10:37:33,-6.037822,106.10378,34.2,0.3301
2,K-04,Senin,2025-03-03 10:38:11,-6.04026,106.10554,27.8,0.3301
2,K-04,Senin,2025-03-03 10:38:50,-6.041576,106.106827,29.1,0.3301
2,K-04,Senin,2025-03-03 10:39:28,-6.042891,106.108113,37.3,0.3301
2,K-04,Senin,2025-03-03 10:40:06,-6.046235,106.111776,33.2,0.3301
2,K-04,Senin,2025-03-03 10:40:44,-6.049578,106.115439,30.7,0.3301
2,K-04,Senin,2025-03-03 10:41:23,-6.050965,106.116649,31.6,0.3301
2,K-04,Senin,2025-03-03 10:42:01,-6.052352,106.11786,26.9,0.3301
2,K-04,Senin,2025-03-03 10:42:39,-6.055872,106.120039,28.1,0.3301
2,K-04,Senin,2025-03-03 10:43:18,-6.059393,106.122219,29.5,0.3301
2,K-04,Senin,2025-03-03 10:43:56,-6.071108,106.128433,32.5,0.3301
2,K-04,Senin,2025-03-03 10:44:34,-6.082823,106.134648,28.2,0.3301
2,K-04,Senin,2025-03-03 10:45:13,-6.084086,106.135965,28.0,0.3301
2,K-04,Senin,2025-03-03 10:45:51,-6.085348,106.137283,26.3,0.3301
2,K-04,Senin,2025-03-03 10:46:29,-6.086009,106.138655,33.0,0.3301
2,K-04,Senin,2025-03-03 10:47:07,-6.086671,106.140026,28.1,0.3301
2,K-04,Senin,2025-03-03 10:47:46,-6.090362,106.150789,36.3,0.3301
2,K-04,Senin,2025-03-03 10:48:24,-6.094054,106.161552,35.7,0.3301
2,K-04,Senin,2025-03-03 10:49:02,-6.095384,106.164179,26.3,0.3301
2,K-04,Senin,2025-03-03 10:49:41,-6.096714,106.166806,28.3,0.3301
2,K-04,Senin,2025-03-03 10:50:19,-6.097544,106.167923,33.4,0.3301
2,K-04,Senin,2025-03-03 10:50:57,-6.098373,106.169039,28.0,0.3301
2,K-04,Senin,2025-03-03 10:51:36,-6.099287,106.170243,27.0,0.3301
2,K-04,Senin,2025-03-03 10:52:14,-6.100201,106.171446,36.6,0.3301
2,K-04,Senin,2025-03-03 10:52:52,-6.101555,106.172775,32.3,0.3301
2,K-04,Senin,2025-03-03 10:53:30,-6.10291,106.174104,31.1,0.3301
2,K-04,Senin,2025-03-03 10:54:09,-6.107071,106.178041,34.8,0.3301
2,K-04,Senin,2025-03-03 10:54:47,-6.111233,106.181977,35.1,0.3301
2,K-04,Senin,2025-03-03 10:55:25,-6.112462,106.182965,27.7,0.3301
2,K-04,Senin,2025-03-03 10:56:04,-6.113691,106.183954,26.6,0.3301
2,K-04,Senin,2025-03-03 10:56:42,-6.11523,106.183165,30.6,0.3301
2,K-04,Senin,2025-03-03 10:57:20,-6.116769,106.182376,30.5,0.3301
2,K-04,Senin,2025-03-03 10:57:59,-6.11819,106.181962,31.0,0.3301
2,K-04,Senin,2025-03-03 10:58:37,-6.119611,106.181548,34.1,0.3301
2,K-04,Senin,2025-03-03 10:59:15,-6.120006,106.18302,33.5,0.3301
2,K-04,Senin,2025-03-03 10:59:54,-6.120401,106.184492,0.0,0.3301
3,K-04,Senin,2025-03-03 16:48:00,-6.00289,106.024787,15.0,0.3309
3,K-04,Senin,2025-03-03 16:49:14,-6.00286,106.025299,13.1,0.3309
3,K-04,Senin,2025-03-03 16:50:29,-6.00283,106.02581,12.4,0.3309
3,K-04,Senin,2025-03-03 16:51:44,-6.002762,106.025294,15.5,0.3309
3,K-04,Senin,2025-03-03 16:52:59,-6.002694,106.024778,15.2,0.3309
3,K-04,Senin,2025-03-03 16:54:14,-6.001934,106.023665,13.4,0.3309
3,K-04,Senin,2025-03-03 16:55:29,-6.001174,106.022552,13.1,0.3309
3,K-04,Senin,2025-03-03 16:56:44,-5.999339,106.022582,21.2,0.3309
3,K-04,Senin,2025-03-03 16:57:59,-5.997503,106.022612,15.4,0.3309
3,K-04,Senin,2025-03-03 16:59:14,-5.99672,106.023599,20.4,0.3309
3,K-04,Senin,2025-03-03 17:00:29,-5.995937,106.024587,16.7,0.3309
3,K-04,Senin,2025-03-03 17:01:44,-5.995702,106.025915,10.7,0.3309
3,K-04,Senin,2025-03-03 17:02:59,-5.995467,106.027244,22.1,0.3309
3,K-04,Senin,2025-03-03 17:04:14,-5.994473,106.028137,20.1,0.3309
3,K-04,Senin,2025-03-03 17:05:29,-5.99348,106.02903,21.7,0.3309
3,K-04,Senin,2025-03-03 17:06:43,-5.994061,106.030219,21.2,0.3309
3,K-04,Senin,2025-03-03 17:07:58,-5.994642,106.031408,20.3,0.3309
3,K-04,Senin,2025-03-03 17:09:13,-6.001115,106.036017,12.1,0.3309
3,K-04,Senin,2025-03-03 17:10:28,-6.007588,106.040627,15.9,0.3309
3,K-04,Senin,2025-03-03 17:11:43,-6.008942,106.0413,12.7,0.3309
3,K-04,Senin,2025-03-03 17:12:58,-6.010297,106.041972,14.9,0.3309
3,K-04,Senin,2025-03-03 17:14:13,-6.011188,106.043044,10.8,0.3309
3,K-04,Senin,2025-03-03 17:15:28,-6.012079,106.044116,14.6,0.3309
3,K-04,Senin,2025-03-03 17:16:43,-6.013647,106.046452,21.9,0.3309
3,K-04,Senin,2025-03-03 17:17:58,-6.015214,106.048787,13.3,0.3309
3,K-04,Senin,2025-03-03 17:19:13,-6.016001,106.050271,19.5,0.3309
3,K-04,Senin,2025-03-03 17:20:28,-6.016789,106.051754,15.6,0.3309
3,K-04,Senin,2025-03-03 17:21:43,-6.018808,106.056438,15.2,0.3309
3,K-04,Senin,2025-03-03 17:22:58,-6.020827,106.061123,21.6,0.3309
3,K-04,Senin,2025-03-03 17:24:12,-6.022251,106.064022,22.0,0.3309
3,K-04,Senin,2025-03-03 17:25:27,-6.023674,106.066922,16.8,0.3309
3,K-04,Senin,2025-03-03 17:26:42,-6.027209,106.072342,18.7,0.3309
3,K-04,Senin,2025-03-03 17:27:57,-6.030743,106.077762,12.0,0.3309
3,K-04,Senin,2025-03-03 17:29:12,-6.031683,106.079026,13.7,0.3309
3,K-04,Senin,2025-03-03 17:30:27,-6.032623,106.080289,21.7,0.3309
3,K-04,Senin,2025-03-03 17:31:42,-6.033387,106.081626,17.1,0.3309
3,K-04,Senin,2025-03-03 17:32:57,-6.034152,106.082962,16.6,0.3309
3,K-04,Senin,2025-03-03 17:34:12,-6.032953,106.083847,19.1,0.3309
3,K-04,Senin,2025-03-03 17:35:27,-6.031754,106.084733,10.8,0.3309
3,K-04,Senin,2025-03-03 17:36:42,-6.028745,106.085247,17.1,0.3309
3,K-04,Senin,2025-03-03 17:37:57,-6.025735,106.085761,16.1,0.3309
3,K-04,Senin,2025-03-03 17:39:12,-6.02497,106.086703,20.3,0.3309
3,K-04,Senin,2025-03-03 17:40:27,-6.024204,106.087646,12.0,0.3309
3,K-04,Senin,2025-03-03 17:41:42,-6.02324,106.089192,21.6,0.3309
3,K-04,Senin,2025-03-03 17:42:56,-6.022276,106.090738,11.1,0.3309
3,K-04,Senin,2025-03-03 17:44:11,-6.022845,106.092225,12.3,0.3309
3,K-04,Senin,2025-03-03 17:45:26,-6.023414,106.093712,17.2,0.3309
3,K-04,Senin,2025-03-03 17:46:41,-6.025531,106.095443,18.2,0.3309
3,K-04,Senin,2025-03-03 17:47:56,-6.027647,106.097174,12.9,0.3309
3,K-04,Senin,2025-03-03 17:49:11,-6.031515,106.099596,11.5,0.3309
3,K-04,Senin,2025-03-03 17:50:26,-6.035384,106.102019,20.8,0.3309
3,K-04,Senin,2025-03-03 17:51:41,-6.037822,106.10378,13.1,0.3309
3,K-04,Senin,2025-03-03 17:52:56,-6.04026,106.10554,17.2,0.3309
3,K-04,Senin,2025-03-03 17:54:11,-6.041576,106.106827,17.5,0.3309
3,K-04,Senin,2025-03-03 17:55:26,-6.042891,106.108113,15.1,0.3309
3,K-04,Senin,2025-03-03 17:56:41,-6.046235,106.111776,17.1,0.3309
3,K-04,Senin,2025-03-03 17:57:56,-6.049578,106.115439,16.4,0.3309
3,K-04,Senin,2025-03-03 17:59:11,-6.050965,106.116649,21.3,0.3309
3,K-04,Senin,2025-03-03 18:00:25,-6.052352,106.11786,12.6,0.3309
3,K-04,Senin,2025-03-03 18:01:40,-6.055872,106.120039,18.7,0.3309
3,K-04,Senin,2025-03-03 18:02:55,-6.059393,106.122219,13.0,0.3309
3,K-04,Senin,2025-03-03 18:04:10,-6.071108,106.128433,14.8,0.3309
3,K-04,Senin,2025-03-03 18:05:25,-6.082823,106.134648,18.2,0.3309
3,K-04,Senin,2025-03-03 18:06:40,-6.084086,106.135965,13.7,0.3309
3,K-04,Senin,2025-03-03 18:07:55,-6.085348,106.137283,13.9,0.3309
3,K-04,Senin,2025-03-03 18:09:10,-6.086009,106.138655,19.1,0.3309
3,K-04,Senin,2025-03-03 18:10:25,-6.086671,106.140026,11.0,0.3309
3,K-04,Senin,2025-03-03 18:11:40,-6.090362,106.150789,15.6,0.3309
3,K-04,Senin,2025-03-03 18:12:55,-6.094054,106.161552,22.1,0.3309
3,K-04,Senin,2025-03-03 18:14:10,-6.095384,106.164179,22.1,0.3309
3,K-04,Senin,2025-03-03 18:15:25,-6.096714,106.166806,11.0,0.3309
3,K-04,Senin,2025-03-03 18:16:40,-6.097544,106.167923,12.7,0.3309
3,K-04,Senin,2025-03-03 18:17:54,-6.098373,106.169039,13.3,0.3309
3,K-04,Senin,2025-03-03 18:19:09,-6.099287,106.170243,21.3,0.3309
3,K-04,Senin,2025-03-03 18:20:24,-6.100201,106.171446,20.7,0.3309
3,K-04,Senin,2025-03-03 18:21:39,-6.101555,106.172775,20.7,0.3309
3,K-04,Senin,2025-03-03 18:22:54,-6.10291,106.174104,14.5,0.3309
3,K-04,Senin,2025-03-03 18:24:09,-6.107071,106.178041,12.0,0.3309
3,K-04,Senin,2025-03-03 18:25:24,-6.111233,106.181977,20.1,0.3309
3,K-04,Senin,2025-03-03 18:26:39,-6.112462,106.182965,18.5,0.3309
3,K-04,Senin,2025-03-03 18:27:54,-6.113691,106.183954,17.4,0.3309
3,K-04,Senin,2025-03-03 18:29:09,-6.11523,106.183165,21.9,0.3309
3,K-04,Senin,2025-03-03 18:30:24,-6.116769,106.182376,17.9,0.3309
3,K-04,Senin,2025-03-03 18:31:39,-6.11819,106.181962,10.2,0.3309
3,K-04,Senin,2025-03-03 18:32:54,-6.119611,106.181548,19.9,0.3309
3,K-04,Senin,2025-03-03 18:34:09,-6.120006,106.18302,13.7,0.3309
3,K-04,Senin,2025-03-03 18:35:24,-6.120401,106.184492,0.0,0.3309
4,K-07,Senin,2025-03-03 04:48:00,-6.120401,106.184492,15.0,0.3537
4,K-07,Senin,2025-03-03 04:48:33,-6.120449,106.182988,40.8,0.3537
4,K-07,Senin,2025-03-03 04:49:07,-6.120497,106.181485,34.6,0.3537
4,K-07,Senin,2025-03-03 04:49:40,-6.119015,106.181689,39.8,0.3537
4,K-07,Senin,2025-03-03 04:50:14,-6.117534,106.181893,35.4,0.3537
4,K-07,Senin,2025-03-03 04:50:48,-6.116447,106.18275,38.1,0.3537
4,K-07,Senin,2025-03-03 04:51:21,-6.115361,106.183607,43.1,0.3537
4,K-07,Senin,2025-03-03 04:51:55,-6.114493,106.183838,42.4,0.3537
4,K-07,Senin,2025-03-03 04:52:28,-6.113625,106.184069,33.3,0.3537
4,K-07,Senin,2025-03-03 04:53:02,-6.109409,106.180187,37.3,0.3537
4,K-07,Senin,2025-03-03 04:53:36,-6.105193,106.176306,35.5,0.3537
4,K-07,Senin,2025-03-03 04:54:09,-6.100575,106.170921,32.2,0.3537
4,K-07,Senin,2025-03-03 04:54:43,-6.095958,106.165536,41.5,0.3537
4,K-07,Senin,2025-03-03 04:55:16,-6.093378,106.158769,39.8,0.3537
4,K-07,Senin,2025-03-03 04:55:50,-6.090798,106.152001,35.3,0.3537
4,K-07,Senin,2025-03-03 04:56:24,-6.088704,106.145865,41.1,0.3537
4,K-07,Senin,2025-03-03 04:56:57,-6.08661,106.139728,38.8,0.3537
4,K-07,Senin,2025-03-03 04:57:31,-6.081891,106.135638,37.3,0.3537
4,K-07,Senin,2025-03-03 04:58:05,-6.077171,106.131547,32.3,0.3537
4,K-07,Senin,2025-03-03 04:58:38,-6.067851,106.126623,33.1,0.3537
4,K-07,Senin,2025-03-03 04:59:12,-6.058531,106.1217,42.8,0.3537
4,K-07,Senin,2025-03-03 04:59:45,-6.054898,106.119329,43.0,0.3537
4,K-07,Senin,2025-03-03 05:00:19,-6.051265,106.116959,38.7,0.3537
4,K-07,Senin,2025-03-03 05:00:53,-6.047156,106.112505,42.2,0.3537
4,K-07,Senin,2025-03-03 05:01:26,-6.043048,106.108051,39.2,0.3537
4,K-07,Senin,2025-03-03 05:02:00,-6.039813,106.105373,34.0,0.3537
4,K-07,Senin,2025-03-03 05:02:33,-6.036578,106.102696,33.7,0.3537
4,K-07,Senin,2025-03-03 05:03:07,-6.030036,106.098298,35.9,0.3537
4,K-07,Senin,2025-03-03 05:03:41,-6.023493,106.093901,43.0,0.3537
4,K-07,Senin,2025-03-03 05:04:14,-6.022763,106.093069,41.8,0.3537
4,K-07,Senin,2025-03-03 05:04:48,-6.022034,106.092237,42.5,0.3537
4,K-07,Senin,2025-03-03 05:05:21,-6.022133,106.091267,43.0,0.3537
4,K-07,Senin,2025-03-03 05:05:55,-6.022233,106.090297,34.7,0.3537
4,K-07,Senin,2025-03-03 05:06:29,-6.023358,106.088664,35.2,0.3537
4,K-07,Senin,2025-03-03 05:07:02,-6.024483,106.087031,33.4,0.3537
4,K-07,Senin,2025-03-03 05:07:36,-6.025137,106.086275,41.6,0.3537
4,K-07,Senin,2025-03-03 05:08:10,-6.025791,106.085519,42.8,0.3537
4,K-07,Senin,2025-03-03 05:08:43,-6.028265,106.085363,37.1,0.3537
4,K-07,Senin,2025-03-03 05:09:17,-6.03074,106.085206,39.6,0.3537
4,K-07,Senin,2025-03-03 05:09:50,-6.031801,106.08464,34.1,0.3537
4,K-07,Senin,2025-03-03 05:10:24,-6.032862,106.084073,43.4,0.3537
4,K-07,Senin,2025-03-03 05:10:58,-6.033632,106.083619,42.6,0.3537
4,K-07,Senin,2025-03-03 05:11:31,-6.034402,106.083165,43.9,0.3537
4,K-07,Senin,2025-03-03 05:12:05,-6.033392,106.081554,41.9,0.3537
4,K-07,Senin,2025-03-03 05:12:38,-6.032382,106.079943,42.8,0.3537
4,K-07,Senin,2025-03-03 05:13:12,-6.030944,106.077923,32.5,0.3537
4,K-07,Senin,2025-03-03 05:13:46,-6.029506,106.075904,41.0,0.3537
4,K-07,Senin,2025-03-03 05:14:19,-6.027943,106.073596,36.2,0.3537
4,K-07,Senin,2025-03-03 05:14:53,-6.02638,106.071289,43.4,0.3537
4,K-07,Senin,2025-03-03 05:15:26,-6.024512,106.068114,41.8,0.3537
4,K-07,Senin,2025-03-03 05:16:00,-6.022644,106.064939,42.6,0.3537
4,K-07,Senin,2025-03-03 05:16:34,-6.020935,106.060982,41.9,0.3537
4,K-07,Senin,2025-03-03 05:17:07,-6.019226,106.057025,35.4,0.3537
4,K-07,Senin,2025-03-03 05:17:41,-6.017736,106.053745,41.6,0.3537
4,K-07,Senin,2025-03-03 05:18:15,-6.016247,106.050465,33.5,0.3537
4,K-07,Senin,2025-03-03 05:18:48,-6.014927,106.048385,42.7,0.3537
4,K-07,Senin,2025-03-03 05:19:22,-6.013608,106.046306,42.5,0.3537
4,K-07,Senin,2025-03-03 05:19:55,-6.013208,106.045749,34.9,0.3537
4,K-07,Senin,2025-03-03 05:20:29,-6.012807,106.045191,42.0,0.3537
4,K-07,Senin,2025-03-03 05:21:03,-6.012175,106.043406,37.7,0.3537
4,K-07,Senin,2025-03-03 05:21:36,-6.011543,106.041621,35.9,0.3537
4,K-07,Senin,2025-03-03 05:22:10,-6.01086,106.037239,41.7,0.3537
